fertilizer_kg_acre,rainfall_mm,temperature,seed_variety,irrigation_type,disease_status,soil_quality,baseline_yield_kg_ha,yield_kg_acre
33.5,1619.0,31.7,BG 358,Rainfed,None,Excellent,4113.1,1420.9
64.1,1813.0,31.7,BG 359,Full Irrigation,None,Average,4356.7,1867.8
109.3,2046.0,32.9,AT 362,Rainfed,Moderate,Excellent,4113.1,1185.9
23.6,967.0,24.8,BG 359,Rainfed,None,Excellent,4153.7,1106.2
105.5,2165.0,31.0,BG 359,Partial Irrigation,Severe,Average,4316.1,898.3
36.3,1815.0,33.7,BG 358,Rainfed,None,Average,4437.9,1133.3
70.7,1270.0,29.7,BG 359,Partial Irrigation,Mild,Average,4234.9,1655.6
62.4,1166.0,26.2,BG 358,Rainfed,None,Average,4153.7,1340.8
21.0,1285.0,34.0,BG 358,Partial Irrigation,Severe,Average,4194.3,750.4
111.5,2038.0,25.7,AT 362,Full Irrigation,None,Poor,4437.9,1694.2
65.5,1279.0,27.4,Traditional,Full Irrigation,None,Average,4356.7,1708.2
115.4,1502.0,25.7,Traditional,Partial Irrigation,Moderate,Excellent,4113.1,1251.9
48.7,1817.0,28.6,BG 358,Rainfed,None,Excellent,4234.9,1560.8
106.6,2034.0,28.2,BG 358,Full Irrigation,None,Poor,4194.3,1704.2
112.2,1756.0,28.9,BG 352,Rainfed,Moderate,Good,4153.7,1504.3
75.7,1879.0,33.3,BG 358,Partial Irrigation,Moderate,Poor,4397.3,1076.0
40.3,1125.0,28.8,BG 359,Rainfed,None,Good,4316.1,1321.9
88.5,2041.0,29.1,BG 358,Partial Irrigation,Mild,Good,4153.7,1801.6
74.9,1258.0,32.9,AT 362,Rainfed,None,Excellent,4316.1,1575.7
114.5,1067.0,32.2,BG 352,Full Irrigation,None,Good,4234.9,2027.8
63.9,2169.0,26.4,BG 359,Rainfed,Mild,Excellent,4113.1,1650.5
46.9,1162.0,24.1,BG 358,Partial Irrigation,None,Excellent,4275.5,1421.4
33.8,1078.0,30.3,BG 359,Partial Irrigation,None,Good,4153.7,1223.3
89.9,1714.0,32.4,BG 352,Partial Irrigation,None,Average,4194.3,1724.6
117.4,1315.0,29.5,BG 359,Partial Irrigation,Moderate,Average,4397.3,1900.9
22.8,1073.0,26.1,AT 362,Rainfed,Mild,Average,4356.7,879.0
94.0,1681.0,31.4,Traditional,Full Irrigation,None,Average,4153.7,1587.7
112.7,1887.0,30.7,BG 358,Partial Irrigation,Moderate,Average,4397.3,1291.6
27.5,1931.0,29.7,BG 359,Rainfed,Moderate,Average,4316.1,992.0
31.0,1102.0,32.6,AT 362,Rainfed,None,Good,4397.3,1004.3
89.2,1624.0,31.8,BG 359,Partial Irrigation,Severe,Average,4356.7,1045.1
84.8,1958.0,30.7,BG 359,Full Irrigation,None,Average,4234.9,1701.9
26.9,1109.0,30.6,BG 358,Full Irrigation,None,Good,4275.5,1514.5
103.4,1170.0,30.6,Traditional,Partial Irrigation,None,Average,4275.5,1089.3
72.3,903.0,29.3,AT 362,Partial Irrigation,None,Poor,4356.7,1168.8
110.7,1582.0,28.6,Traditional,Rainfed,Mild,Poor,4194.3,1057.1
107.8,1153.0,31.1,AT 362,Partial Irrigation,Mild,Excellent,4194.3,1600.1
101.3,1842.0,30.1,BG 358,Rainfed,Moderate,Excellent,4194.3,1291.0
71.6,2151.0,28.9,BG 358,Full Irrigation,None,Good,4194.3,2336.2
45.2,1171.0,25.3,BG 352,Partial Irrigation,None,Poor,4153.7,880.5
70.6,1744.0,31.0,AT 362,Rainfed,None,Good,4113.1,1384.8
30.1,1175.0,30.5,AT 362,Full Irrigation,None,Average,4437.9,1280.9
85.9,923.0,27.4,BG 358,Full Irrigation,Severe,Average,4113.1,1012.7
33.4,1886.0,27.6,BG 352,Rainfed,Mild,Excellent,4397.3,1376.7
71.1,1464.0,26.5,Traditional,Rainfed,Mild,Excellent,4113.1,1232.1
25.4,2131.0,33.6,BG 358,Rainfed,Mild,Good,4356.7,1074.0
50.0,1595.0,32.6,BG 359,Partial Irrigation,None,Good,4194.3,1783.5
43.2,1105.0,29.6,BG 352,Partial Irrigation,None,Good,4275.5,1397.1
82.0,1485.0,28.0,BG 352,Full Irrigation,None,Excellent,4194.3,2623.0
98.7,1164.0,31.4,Traditional,Full Irrigation,Moderate,Good,4275.5,1163.2
25.7,2041.0,29.3,AT 362,Full Irrigation,None,Good,4275.5,1665.5
105.0,1798.0,33.8,BG 352,Full Irrigation,None,Poor,4275.5,1682.6
106.1,1344.0,24.6,BG 352,Rainfed,Mild,Excellent,4234.9,1777.3
54.2,1586.0,24.3,BG 359,Rainfed,None,Excellent,4275.5,1670.8
85.9,1770.0,29.7,AT 362,Full Irrigation,None,Average,4397.3,2088.8
60.3,1918.0,26.0,BG 359,Partial Irrigation,None,Average,4234.9,1452.1
35.4,1004.0,30.0,Traditional,Rainfed,None,Excellent,4234.9,884.9
72.9,929.0,31.8,AT 362,Full Irrigation,None,Excellent,4153.7,1686.5
28.6,1049.0,25.4,AT 362,Rainfed,Moderate,Average,4234.9,625.2
107.8,1413.0,28.4,BG 358,Full Irrigation,Mild,Poor,4153.7,2044.1
112.4,1507.0,30.9,AT 362,Full Irrigation,None,Excellent,4153.7,2575.6
102.2,1077.0,32.3,Traditional,Partial Irrigation,Mild,Good,4437.9,1107.5
76.3,1434.0,29.0,BG 352,Partial Irrigation,Mild,Excellent,4113.1,2054.6
75.8,1474.0,26.1,AT 362,Full Irrigation,Mild,Good,4275.5,2342.6
118.5,1042.0,29.9,Traditional,Full Irrigation,Moderate,Good,4397.3,1483.5
44.8,2092.0,28.5,BG 359,Partial Irrigation,Moderate,Poor,4437.9,1088.9
27.6,1679.0,31.7,AT 362,Rainfed,None,Good,4153.7,1170.5
76.2,1405.0,29.6,BG 358,Rainfed,None,Average,4153.7,1603.7
52.9,1559.0,26.8,BG 352,Partial Irrigation,None,Poor,4234.9,1363.8
52.2,1308.0,31.5,Traditional,Rainfed,None,Excellent,4275.5,1168.4
20.7,2011.0,29.2,BG 358,Full Irrigation,Severe,Average,4437.9,877.1
79.6,1648.0,25.8,AT 362,Partial Irrigation,Mild,Poor,4153.7,1106.3
46.4,1543.0,29.6,BG 358,Full Irrigation,None,Excellent,4153.7,2369.8
38.8,2084.0,33.5,BG 358,Rainfed,Severe,Excellent,4194.3,743.3
24.0,1989.0,31.1,AT 362,Rainfed,Mild,Average,4397.3,855.7
56.4,1957.0,27.0,BG 358,Partial Irrigation,None,Average,4113.1,1475.0
107.9,1193.0,31.1,Traditional,Rainfed,Moderate,Poor,4234.9,623.4
53.7,1099.0,26.8,BG 352,Full Irrigation,None,Good,4153.7,1705.2
87.9,1797.0,29.4,BG 352,Partial Irrigation,None,Good,4153.7,2024.6
95.7,1509.0,29.3,BG 352,Full Irrigation,None,Good,4437.9,2857.3
52.8,1789.0,26.5,BG 358,Full Irrigation,Moderate,Excellent,4113.1,2070.4
102.2,1889.0,27.5,BG 352,Rainfed,None,Average,4194.3,1426.2
89.2,1284.0,33.4,BG 358,Full Irrigation,None,Good,4437.9,2577.1
75.9,1270.0,26.5,BG 352,Rainfed,Mild,Good,4316.1,1590.1
20.1,1538.0,32.0,AT 362,Full Irrigation,Moderate,Excellent,4113.1,1308.3
23.5,1256.0,30.7,BG 352,Full Irrigation,None,Good,4275.5,1731.9
119.1,1767.0,29.3,Traditional,Full Irrigation,None,Poor,4437.9,1707.6
98.2,1871.0,25.4,Traditional,Partial Irrigation,Severe,Good,4234.9,705.1
113.8,1514.0,26.0,AT 362,Rainfed,Mild,Excellent,4275.5,1958.1
110.2,1841.0,25.8,AT 362,Rainfed,None,Good,4275.5,1394.7
22.0,1564.0,29.9,AT 362,Rainfed,None,Good,4316.1,1358.7
99.2,1827.0,33.7,Traditional,Full Irrigation,None,Good,4153.7,1541.4
65.1,1192.0,32.8,BG 359,Partial Irrigation,Mild,Good,4397.3,1483.4
99.0,1860.0,24.3,AT 362,Rainfed,Mild,Average,4437.9,1142.9
20.7,1830.0,26.7,BG 359,Rainfed,Mild,Excellent,4153.7,1351.9
48.8,1247.0,25.6,AT 362,Rainfed,None,Poor,4397.3,946.5
95.1,1623.0,33.8,BG 358,Rainfed,Moderate,Excellent,4397.3,1544.3
99.3,2012.0,26.4,BG 352,Full Irrigation,None,Poor,4356.7,1769.0
82.0,1224.0,26.0,Traditional,Full Irrigation,Moderate,Poor,4234.9,1033.9
50.1,1857.0,30.2,AT 362,Partial Irrigation,None,Good,4275.5,1323.4
51.0,2140.0,29.6,AT 362,Full Irrigation,None,Good,4397.3,1932.3
116.7,2026.0,26.3,BG 358,Partial Irrigation,None,Excellent,4153.7,2209.8
63.9,1422.0,30.7,AT 362,Rainfed,None,Average,4397.3,1244.9
64.7,1689.0,25.0,BG 359,Full Irrigation,None,Poor,4437.9,1628.8
75.2,2189.0,24.2,BG 352,Rainfed,Mild,Average,4356.7,1203.5
61.0,1639.0,24.8,Traditional,Full Irrigation,Moderate,Good,4234.9,1191.4
75.3,1050.0,27.6,Traditional,Full Irrigation,None,Average,4316.1,1339.4
63.2,959.0,33.8,Traditional,Rainfed,None,Average,4113.1,761.0
102.7,1927.0,29.5,BG 359,Rainfed,None,Excellent,4437.9,2185.0
110.9,1451.0,31.5,BG 358,Partial Irrigation,Moderate,Good,4234.9,1763.1
113.2,1221.0,27.2,BG 352,Full Irrigation,None,Good,4113.1,2560.7
76.4,1352.0,31.2,AT 362,Rainfed,None,Good,4397.3,1590.9
64.2,1885.0,33.7,Traditional,Full Irrigation,None,Average,4316.1,1265.9
90.5,1505.0,27.6,BG 352,Partial Irrigation,None,Good,4316.1,2178.8
103.8,2029.0,34.0,AT 362,Full Irrigation,Mild,Excellent,4113.1,1923.9
76.3,1855.0,30.4,BG 352,Partial Irrigation,None,Good,4356.7,1401.0
90.0,2166.0,31.5,AT 362,Partial Irrigation,None,Average,4316.1,1325.5
95.0,2055.0,26.5,BG 352,Partial Irrigation,Moderate,Excellent,4397.3,1724.4
87.6,1231.0,30.4,Traditional,Rainfed,None,Poor,4397.3,967.0
94.6,1757.0,29.1,BG 352,Rainfed,Mild,Poor,4153.7,1292.0
40.9,927.0,33.6,BG 359,Rainfed,None,Average,4153.7,1011.0
69.8,2188.0,33.0,AT 362,Full Irrigation,Moderate,Good,4437.9,1534.4
78.8,1239.0,28.0,Traditional,Partial Irrigation,Mild,Average,4275.5,1307.2
20.2,1764.0,33.5,BG 358,Partial Irrigation,None,Average,4234.9,1296.4
105.6,2004.0,32.8,Traditional,Full Irrigation,Moderate,Average,4194.3,1162.2
81.0,1109.0,29.9,BG 352,Full Irrigation,None,Excellent,4316.1,2157.8
32.9,2002.0,24.8,BG 359,Rainfed,None,Average,4356.7,1044.4
101.6,916.0,25.6,Traditional,Partial Irrigation,Mild,Excellent,4113.1,1136.3
91.7,1475.0,24.8,BG 358,Partial Irrigation,Mild,Average,4275.5,1609.5
95.8,1514.0,25.1,BG 359,Full Irrigation,None,Poor,4437.9,1945.1
59.2,1386.0,33.8,BG 359,Full Irrigation,None,Poor,4194.3,1669.5
105.4,1662.0,26.1,BG 358,Partial Irrigation,None,Poor,4194.3,1789.5
61.4,2089.0,30.9,AT 362,Rainfed,Mild,Excellent,4397.3,1252.9
77.1,1325.0,30.4,BG 359,Partial Irrigation,Severe,Average,4113.1,922.0
20.1,1653.0,30.3,AT 362,Rainfed,None,Good,4234.9,1030.8
84.5,2041.0,26.1,BG 359,Full Irrigation,Severe,Excellent,4275.5,1393.5
91.8,1905.0,29.8,Traditional,Full Irrigation,None,Poor,4397.3,1297.5
76.7,953.0,30.3,BG 359,Full Irrigation,Mild,Poor,4153.7,1237.4
69.7,2126.0,29.7,AT 362,Rainfed,Moderate,Excellent,4234.9,1200.0
101.0,961.0,25.9,AT 362,Partial Irrigation,Mild,Good,4153.7,1425.9
88.1,1665.0,31.2,Traditional,Full Irrigation,None,Good,4397.3,1744.9
47.8,1648.0,24.7,Traditional,Partial Irrigation,None,Average,4316.1,1004.4
115.9,1922.0,29.9,BG 358,Full Irrigation,None,Excellent,4275.5,2868.7
90.7,1093.0,28.4,BG 358,Partial Irrigation,Mild,Good,4234.9,1843.5
118.8,1133.0,26.5,BG 358,Partial Irrigation,Severe,Average,4153.7,1042.4
117.1,1878.0,32.1,BG 359,Partial Irrigation,None,Good,4437.9,2127.3
111.9,1094.0,25.8,BG 359,Rainfed,None,Poor,4316.1,1099.4
95.5,1510.0,33.3,BG 352,Partial Irrigation,None,Poor,4194.3,1416.7
80.9,1851.0,32.8,Traditional,Rainfed,Mild,Poor,4234.9,709.1
37.2,1747.0,27.6,Traditional,Full Irrigation,Mild,Excellent,4356.7,1617.6
74.3,1174.0,27.1,AT 362,Partial Irrigation,None,Good,4356.7,1558.1
96.5,1295.0,25.4,BG 358,Partial Irrigation,Mild,Poor,4275.5,1402.0
72.1,2160.0,33.2,Traditional,Full Irrigation,None,Excellent,4194.3,1464.0
106.8,1483.0,30.3,BG 358,Partial Irrigation,Mild,Excellent,4316.1,2096.5
31.0,958.0,24.3,BG 358,Full Irrigation,None,Average,4316.1,1461.6
58.1,1185.0,29.1,Traditional,Partial Irrigation,None,Poor,4316.1,895.2
70.6,1345.0,24.9,Traditional,Full Irrigation,Mild,Average,4113.1,1224.0
63.2,2199.0,29.7,BG 359,Full Irrigation,Mild,Good,4275.5,2118.0
30.9,1293.0,29.1,BG 352,Rainfed,None,Good,4316.1,1492.7
35.4,934.0,24.8,BG 352,Rainfed,Mild,Average,4437.9,966.3
103.8,1567.0,32.2,Traditional,Full Irrigation,None,Poor,4275.5,1380.5
68.4,1009.0,26.6,BG 358,Rainfed,None,Good,4234.9,1535.2
24.9,1256.0,29.4,AT 362,Full Irrigation,Severe,Good,4316.1,1048.0
21.6,2190.0,30.4,BG 358,Rainfed,Severe,Average,4153.7,531.7
67.3,1816.0,33.6,BG 359,Full Irrigation,None,Good,4113.1,2047.9
36.4,966.0,28.9,Traditional,Full Irrigation,Severe,Good,4356.7,731.8
90.5,1483.0,33.2,BG 359,Partial Irrigation,Mild,Good,4437.9,1920.3
99.5,1123.0,27.5,BG 359,Partial Irrigation,None,Poor,4397.3,1544.5
42.8,1060.0,32.6,BG 359,Partial Irrigation,None,Average,4316.1,1272.9
79.2,1663.0,26.4,BG 358,Partial Irrigation,None,Average,4113.1,1736.3
35.4,1557.0,31.1,BG 359,Partial Irrigation,Mild,Excellent,4437.9,1664.6
50.4,1866.0,24.9,BG 359,Rainfed,Severe,Excellent,4275.5,816.7
108.9,2060.0,33.9,BG 352,Rainfed,None,Excellent,4194.3,1510.9
74.4,1221.0,33.5,BG 359,Full Irrigation,None,Average,4437.9,2009.3
108.6,2100.0,28.4,AT 362,Full Irrigation,None,Average,4356.7,2062.5
42.5,1573.0,29.2,BG 352,Partial Irrigation,None,Average,4356.7,1626.9
53.0,1236.0,30.0,Traditional,Full Irrigation,Moderate,Excellent,4194.3,1445.2
67.1,2000.0,26.8,Traditional,Partial Irrigation,None,Good,4437.9,1433.6
68.0,946.0,30.7,AT 362,Partial Irrigation,Mild,Good,4275.5,1230.6
119.8,1627.0,31.0,BG 352,Rainfed,None,Average,4275.5,1567.2
31.4,1838.0,29.3,BG 359,Partial Irrigation,Mild,Good,4356.7,1448.4
105.2,1264.0,25.5,Traditional,Rainfed,Mild,Excellent,4316.1,1289.4
106.4,2023.0,33.2,BG 352,Full Irrigation,Mild,Good,4153.7,1951.3
75.3,1212.0,25.2,AT 362,Rainfed,None,Average,4194.3,1300.9
54.4,1992.0,30.3,Traditional,Partial Irrigation,Mild,Excellent,4234.9,1083.4
71.9,1002.0,25.0,BG 352,Partial Irrigation,Mild,Excellent,4437.9,1519.9
49.2,1108.0,25.5,BG 358,Rainfed,Mild,Excellent,4356.7,1301.9
99.9,1395.0,24.2,AT 362,Partial Irrigation,Mild,Excellent,4234.9,1856.2
69.8,2010.0,27.6,Traditional,Rainfed,Moderate,Average,4356.7,835.9
112.6,1088.0,30.4,AT 362,Rainfed,None,Average,4356.7,1181.5
82.3,2038.0,29.2,BG 359,Full Irrigation,None,Poor,4234.9,1790.7
71.4,1199.0,30.7,AT 362,Partial Irrigation,Severe,Average,4234.9,635.2
91.1,1488.0,30.8,BG 359,Partial Irrigation,None,Good,4437.9,2232.3
70.4,1359.0,25.4,BG 359,Rainfed,Moderate,Good,4316.1,1255.4
110.5,1054.0,24.6,AT 362,Rainfed,Mild,Poor,4153.7,880.8
38.4,2128.0,30.3,BG 352,Partial Irrigation,Moderate,Excellent,4356.7,1075.4
117.3,1470.0,30.5,BG 358,Full Irrigation,Mild,Poor,4316.1,1913.7
101.2,1797.0,29.6,BG 352,Rainfed,Moderate,Poor,4275.5,1177.9
106.1,1648.0,26.5,AT 362,Full Irrigation,Mild,Good,4356.7,2557.1
68.3,1552.0,32.1,AT 362,Rainfed,None,Poor,4437.9,1129.8
103.7,1702.0,24.8,BG 352,Partial Irrigation,None,Excellent,4194.3,2197.0
50.7,2068.0,30.3,BG 352,Rainfed,None,Poor,4234.9,919.8
96.2,1809.0,25.2,BG 358,Full Irrigation,None,Poor,4153.7,1630.6
34.0,1592.0,30.5,BG 358,Full Irrigation,Severe,Excellent,4316.1,1218.8
50.7,1739.0,28.2,BG 359,Full Irrigation,None,Average,4234.9,2085.0
64.6,1688.0,31.2,BG 359,Full Irrigation,Mild,Good,4234.9,2057.8
52.2,1463.0,24.5,BG 358,Full Irrigation,None,Good,4356.7,2168.6
58.7,1712.0,29.6,BG 352,Partial Irrigation,None,Poor,4234.9,1382.2
102.0,1477.0,25.4,AT 362,Full Irrigation,Severe,Good,4275.5,1168.7
45.7,1885.0,30.8,AT 362,Rainfed,None,Good,4234.9,1067.1
94.5,2160.0,25.2,AT 362,Partial Irrigation,Mild,Poor,4194.3,1077.7
27.4,2148.0,24.7,Traditional,Full Irrigation,None,Excellent,4153.7,1268.3
96.6,1967.0,31.1,Traditional,Partial Irrigation,None,Excellent,4397.3,1428.1
99.2,1682.0,24.6,Traditional,Full Irrigation,None,Excellent,4113.1,2068.4
60.2,1874.0,26.2,AT 362,Partial Irrigation,Mild,Poor,4194.3,1029.8
92.2,1131.0,32.2,BG 352,Partial Irrigation,None,Poor,4356.7,1183.5
111.5,1523.0,32.1,BG 358,Rainfed,Moderate,Excellent,4153.7,1653.9
100.1,1234.0,32.5,BG 359,Rainfed,Mild,Average,4316.1,1583.2
59.0,905.0,27.3,AT 362,Full Irrigation,None,Good,4356.7,1861.6
68.4,2157.0,29.3,Traditional,Full Irrigation,None,Average,4316.1,1463.9
97.9,2023.0,31.7,AT 362,Partial Irrigation,None,Poor,4194.3,1177.7
49.3,1568.0,25.4,BG 358,Full Irrigation,Mild,Good,4113.1,1977.6
100.4,1230.0,31.2,AT 362,Rainfed,None,Poor,4397.3,1287.2
52.8,1801.0,25.0,AT 362,Full Irrigation,None,Poor,4194.3,1150.9
100.6,1465.0,33.1,AT 362,Partial Irrigation,None,Good,4397.3,1941.0
28.7,1944.0,30.4,BG 359,Partial Irrigation,None,Poor,4153.7,949.1
24.4,2199.0,28.9,AT 362,Rainfed,Mild,Poor,4153.7,825.3
119.8,1354.0,28.8,BG 358,Partial Irrigation,None,Excellent,4397.3,2936.4
106.9,1218.0,25.8,BG 358,Full Irrigation,None,Good,4437.9,2868.7
108.3,1248.0,27.5,BG 358,Full Irrigation,None,Good,4397.3,3087.3
115.1,1021.0,31.3,BG 358,Partial Irrigation,Mild,Poor,4356.7,1159.5
63.8,1412.0,29.4,AT 362,Rainfed,Mild,Poor,4194.3,1182.1
48.7,923.0,29.3,BG 358,Rainfed,None,Average,4437.9,1267.1
33.0,1049.0,26.0,BG 352,Rainfed,None,Average,4356.7,895.2
70.1,1253.0,30.9,BG 352,Rainfed,Mild,Average,4153.7,1240.8
42.0,1108.0,27.9,Traditional,Full Irrigation,None,Poor,4153.7,1015.8
113.6,1852.0,25.8,BG 359,Rainfed,Mild,Excellent,4397.3,1750.5
20.4,1037.0,33.4,BG 359,Rainfed,None,Average,4194.3,925.4
34.3,2026.0,29.1,Traditional,Rainfed,None,Excellent,4356.7,1093.0
44.6,1187.0,29.3,BG 352,Partial Irrigation,None,Average,4153.7,1188.0
39.9,1041.0,33.8,Traditional,Partial Irrigation,None,Average,4194.3,783.0
42.6,913.0,27.7,AT 362,Rainfed,Mild,Poor,4194.3,846.5
85.6,1830.0,33.4,AT 362,Partial Irrigation,None,Good,4194.3,1508.0
52.8,1234.0,30.9,BG 359,Rainfed,None,Poor,4356.7,1126.9
81.5,1562.0,30.3,AT 362,Full Irrigation,None,Good,4437.9,2142.5
109.0,1045.0,26.3,BG 358,Rainfed,None,Excellent,4437.9,2063.7
80.3,2181.0,24.5,BG 358,Rainfed,Mild,Average,4356.7,1128.5
89.5,1063.0,28.4,Traditional,Partial Irrigation,Mild,Excellent,4153.7,1291.0
56.6,1436.0,24.1,BG 358,Full Irrigation,Severe,Good,4437.9,1355.6
36.0,2007.0,24.7,AT 362,Partial Irrigation,None,Poor,4275.5,1006.4
52.1,1218.0,30.0,Traditional,Rainfed,None,Poor,4275.5,910.6
116.4,1247.0,31.2,BG 359,Partial Irrigation,None,Good,4356.7,2444.8
82.2,1951.0,25.7,BG 358,Rainfed,Moderate,Good,4356.7,1251.9
47.8,1255.0,31.3,Traditional,Rainfed,None,Poor,4437.9,788.4
65.1,904.0,33.5,Traditional,Full Irrigation,None,Good,4316.1,1318.1
103.6,1456.0,31.4,BG 359,Full Irrigation,Mild,Excellent,4316.1,2869.7
86.8,916.0,31.8,BG 352,Rainfed,None,Poor,4356.7,934.0
76.1,2083.0,31.0,BG 359,Partial Irrigation,None,Excellent,4194.3,1891.7
108.5,1734.0,26.2,BG 359,Partial Irrigation,None,Good,4194.3,2526.6
87.2,1658.0,27.6,BG 352,Full Irrigation,Mild,Good,4316.1,2413.4
84.3,1162.0,33.5,BG 359,Full Irrigation,Mild,Poor,4113.1,1306.2
39.0,1810.0,30.6,BG 352,Partial Irrigation,None,Good,4194.3,1327.9
30.6,1780.0,31.9,AT 362,Rainfed,Mild,Average,4356.7,1008.2
116.5,979.0,33.7,BG 359,Rainfed,None,Average,4437.9,1519.6
79.9,2045.0,26.3,AT 362,Rainfed,None,Excellent,4275.5,1663.1
61.6,1653.0,27.2,BG 359,Full Irrigation,Moderate,Poor,4234.9,1462.1
78.9,1930.0,30.4,AT 362,Full Irrigation,Mild,Poor,4234.9,1189.5
26.2,1242.0,24.2,AT 362,Full Irrigation,Moderate,Average,4356.7,1136.8
102.2,1059.0,29.7,BG 352,Rainfed,Mild,Good,4275.5,1466.4
41.7,1813.0,32.1,BG 359,Rainfed,None,Poor,4113.1,892.6
100.5,1932.0,30.1,AT 362,Rainfed,None,Excellent,4275.5,1597.1
73.4,1402.0,27.0,BG 359,Partial Irrigation,None,Good,4234.9,2247.0
47.7,931.0,31.2,BG 358,Rainfed,None,Excellent,4356.7,1398.1
23.0,1964.0,25.5,Traditional,Partial Irrigation,None,Average,4397.3,822.1
101.6,1168.0,32.9,BG 352,Full Irrigation,None,Poor,4437.9,1433.7
37.6,1341.0,25.0,Traditional,Rainfed,None,Poor,4316.1,769.9
25.2,1717.0,32.6,AT 362,Full Irrigation,Moderate,Good,4234.9,1280.9
95.6,1030.0,29.0,BG 358,Partial Irrigation,None,Good,4234.9,1893.7
55.0,994.0,28.3,BG 352,Full Irrigation,None,Good,4153.7,1839.8
58.9,933.0,29.0,Traditional,Rainfed,Mild,Excellent,4437.9,1072.8
44.7,2092.0,26.0,BG 359,Rainfed,Mild,Excellent,4397.3,1468.3
105.9,1305.0,28.6,Traditional,Rainfed,None,Good,4397.3,1607.2
49.7,1759.0,32.5,Traditional,Full Irrigation,Mild,Poor,4194.3,958.7
41.0,2186.0,32.0,BG 352,Full Irrigation,Mild,Good,4194.3,1579.5
50.9,1770.0,25.6,AT 362,Rainfed,Moderate,Excellent,4397.3,1098.3
40.3,1583.0,30.7,BG 358,Partial Irrigation,None,Excellent,4275.5,1840.3
51.8,1577.0,32.6,Traditional,Full Irrigation,None,Excellent,4356.7,1625.4
28.3,1390.0,32.2,BG 358,Full Irrigation,Mild,Poor,4275.5,1194.7
35.9,1680.0,28.3,BG 352,Full Irrigation,None,Average,4234.9,1869.1
61.7,2146.0,24.5,AT 362,Full Irrigation,Mild,Good,4316.1,1459.4
107.9,1924.0,33.3,BG 359,Full Irrigation,Mild,Poor,4397.3,1626.7
25.7,1451.0,28.0,BG 359,Full Irrigation,Mild,Average,4234.9,1834.2
41.3,1332.0,27.6,BG 358,Full Irrigation,Severe,Poor,4397.3,949.1
110.8,2049.0,31.6,BG 359,Partial Irrigation,Mild,Poor,4194.3,1262.5
109.0,1077.0,26.6,Traditional,Partial Irrigation,Moderate,Poor,4234.9,829.0
87.9,2004.0,32.3,AT 362,Partial Irrigation,Mild,Excellent,4437.9,1610.4
44.0,1232.0,24.8,Traditional,Full Irrigation,None,Excellent,4437.9,1586.4
62.0,1830.0,31.4,BG 358,Rainfed,Mild,Average,4437.9,1219.7
41.1,1948.0,33.7,Traditional,Full Irrigation,Mild,Poor,4194.3,783.6
32.9,1520.0,34.0,BG 358,Partial Irrigation,Severe,Average,4397.3,784.9
58.0,1150.0,33.2,Traditional,Rainfed,None,Average,4437.9,823.6
77.6,1998.0,32.7,Traditional,Partial Irrigation,None,Poor,4437.9,864.9
56.0,1378.0,26.8,BG 352,Rainfed,Moderate,Good,4113.1,1309.6
81.1,1317.0,33.7,Traditional,Full Irrigation,None,Excellent,4356.7,1828.7
49.6,1563.0,33.3,AT 362,Partial Irrigation,Mild,Excellent,4437.9,1646.6
54.6,1466.0,29.3,AT 362,Partial Irrigation,None,Excellent,4356.7,2054.1
99.1,1788.0,28.0,BG 359,Rainfed,None,Excellent,4194.3,2258.1
107.8,1078.0,25.1,BG 358,Rainfed,None,Poor,4356.7,1124.1
52.2,1466.0,29.9,Traditional,Full Irrigation,Moderate,Good,4113.1,1263.3
77.2,2059.0,31.0,BG 352,Full Irrigation,None,Good,4275.5,1960.8
47.8,947.0,28.0,Traditional,Rainfed,Mild,Poor,4316.1,631.1
25.3,1495.0,28.1,BG 358,Full Irrigation,Mild,Poor,4275.5,1393.0
93.8,1759.0,29.7,AT 362,Partial Irrigation,Mild,Good,4356.7,2066.4
37.1,2054.0,24.3,BG 359,Partial Irrigation,None,Good,4194.3,1392.6
62.6,1672.0,33.6,BG 358,Partial Irrigation,None,Poor,4316.1,1388.7
68.7,1972.0,26.9,BG 358,Full Irrigation,Moderate,Average,4316.1,1565.7
38.4,1189.0,25.4,BG 358,Full Irrigation,None,Poor,4316.1,1200.8
29.5,1359.0,24.1,Traditional,Partial Irrigation,None,Poor,4194.3,843.6
54.8,2125.0,32.6,AT 362,Partial Irrigation,Severe,Good,4194.3,734.6
115.2,2052.0,32.6,AT 362,Full Irrigation,None,Good,4194.3,2010.7
81.5,1625.0,25.0,AT 362,Partial Irrigation,None,Excellent,4275.5,1876.9
58.1,1518.0,25.5,BG 359,Partial Irrigation,Severe,Excellent,4316.1,1088.4
23.9,1486.0,28.5,Traditional,Partial Irrigation,None,Poor,4234.9,873.5
80.0,976.0,25.9,BG 358,Partial Irrigation,None,Average,4234.9,1356.9
29.2,2060.0,31.4,Traditional,Rainfed,None,Excellent,4194.3,948.3
74.3,1964.0,24.6,BG 358,Rainfed,Mild,Poor,4153.7,988.4
95.2,1493.0,29.5,BG 358,Partial Irrigation,Moderate,Excellent,4316.1,2017.2
62.4,1263.0,27.8,BG 359,Rainfed,Mild,Excellent,4397.3,1977.8
49.9,1346.0,28.6,AT 362,Partial Irrigation,Severe,Poor,4194.3,654.1
24.7,1060.0,28.2,AT 362,Full Irrigation,None,Poor,4397.3,1225.5
