temperature,humidity,rainfall_7d_mm,growth_stage,likely_pest,risk_score,risk_level
33.3,76.9,50.9,Ripening,Rice Bug,0.906,High
19.9,84.8,31.7,Vegetative,Brown Planthopper,0.765,High
36.0,35.6,74.0,Flowering,Rice Bug,0.749,High
32.5,31.6,58.3,Tillering,Stem Borer,0.4,Low
19.4,38.0,13.4,Flowering,Rice Bug,0.398,Low
31.8,57.6,94.2,Vegetative,Stem Borer,0.681,High
30.6,62.7,51.1,Seedling,Stem Borer,0.468,Medium
33.1,39.6,73.3,Ripening,Rice Bug,0.729,High
34.6,58.8,0.5,Vegetative,Leaf Folder,0.386,Low
32.4,60.9,75.2,Seedling,Rice Bug,0.252,Low
29.7,37.6,33.9,Ripening,Rice Bug,0.803,High
24.4,94.2,59.3,Ripening,Rice Blast Risk,1.0,High
31.9,71.9,35.7,Flowering,Rice Bug,0.953,High
37.1,57.2,119.6,Tillering,Stem Borer,0.403,Low
29.8,65.5,27.7,Vegetative,Stem Borer,0.78,High
31.3,52.0,109.5,Flowering,Rice Bug,0.775,High
26.7,89.8,110.2,Flowering,Rice Blast Risk,0.994,High
33.1,70.3,50.5,Tillering,Stem Borer,0.813,High
38.0,64.6,36.5,Flowering,Rice Bug,0.808,High
21.2,93.8,45.7,Tillering,Rice Blast Risk,1.0,High
22.0,88.7,118.7,Ripening,Rice Blast Risk,1.0,High
28.8,86.9,74.3,Flowering,Rice Bug,1.0,High
27.6,45.8,65.4,Vegetative,Stem Borer,0.738,High
29.4,40.7,4.3,Flowering,Rice Bug,0.641,Medium
19.0,78.3,101.7,Vegetative,Stem Borer,0.72,High
26.1,62.8,10.1,Vegetative,Leaf Folder,0.642,Medium
29.7,77.9,5.6,Ripening,Rice Bug,0.975,High
29.7,83.2,33.0,Tillering,Leaf Folder,0.99,High
31.1,50.7,57.1,Seedling,Stem Borer,0.322,Low
32.4,49.9,107.4,Vegetative,Stem Borer,0.31,Low
30.8,64.4,94.8,Ripening,Rice Bug,0.812,High
33.8,49.1,23.7,Flowering,Rice Bug,0.773,High
30.5,76.7,44.6,Ripening,Rice Bug,0.879,High
28.8,82.3,93.6,Tillering,Leaf Folder,0.971,High
30.1,63.0,63.3,Seedling,Stem Borer,0.444,Medium
20.0,80.7,20.9,Seedling,Brown Planthopper,0.486,Medium
23.5,65.7,47.5,Seedling,Rice Blast Risk,0.612,Medium
28.5,79.9,75.1,Flowering,Rice Bug,1.0,High
35.5,45.7,116.8,Flowering,Rice Bug,0.682,High
31.6,81.7,79.4,Tillering,Stem Borer,0.993,High
19.8,80.1,1.9,Flowering,Rice Bug,0.728,High
29.8,48.7,84.6,Tillering,Stem Borer,0.631,Medium
22.4,68.9,30.1,Flowering,Rice Bug,0.677,Medium
32.7,89.9,103.5,Flowering,Rice Bug,0.96,High
34.5,47.5,46.1,Tillering,Stem Borer,0.368,Low
29.9,81.5,24.0,Flowering,Rice Bug,1.0,High
29.8,96.8,56.2,Vegetative,Leaf Folder,1.0,High
24.8,90.6,30.6,Flowering,Rice Blast Risk,1.0,High
26.9,58.1,28.3,Ripening,Rice Bug,0.538,Medium
35.3,72.5,68.8,Vegetative,Stem Borer,0.687,High
32.5,99.4,92.1,Flowering,Rice Bug,1.0,High
28.4,69.8,100.2,Seedling,Rice Bug,0.493,Medium
25.4,38.1,47.7,Vegetative,Leaf Folder,0.628,Medium
19.0,33.2,8.0,Flowering,Rice Bug,0.595,Medium
20.9,85.3,58.1,Vegetative,Rice Blast Risk,0.883,High
21.9,59.7,52.1,Vegetative,Rice Blast Risk,0.456,Medium
25.5,47.3,23.6,Vegetative,Leaf Folder,0.669,Medium
36.9,54.3,107.5,Seedling,Rice Bug,0.237,Low
28.1,83.0,116.9,Flowering,Rice Bug,0.928,High
22.7,62.6,6.2,Seedling,Rice Blast Risk,0.297,Low
20.1,90.8,95.5,Vegetative,Rice Blast Risk,0.954,High
24.8,81.4,77.5,Vegetative,Leaf Folder,1.0,High
34.3,98.2,31.4,Ripening,Rice Bug,1.0,High
25.7,92.2,76.2,Ripening,Rice Blast Risk,1.0,High
33.5,47.8,15.4,Seedling,Rice Bug,0.171,Low
34.1,76.1,8.3,Seedling,Rice Bug,0.432,Medium
20.2,31.4,119.2,Flowering,Rice Blast Risk,0.478,Medium
30.2,99.4,76.4,Vegetative,Stem Borer,1.0,High
37.2,48.3,30.4,Flowering,Rice Bug,0.771,High
26.0,76.5,54.0,Ripening,Rice Bug,0.754,High
19.0,89.4,114.0,Seedling,Rice Blast Risk,0.661,Medium
36.5,41.2,52.6,Ripening,Rice Bug,0.747,High
35.7,89.4,108.1,Seedling,Rice Blast Risk,0.594,Medium
28.4,30.9,104.3,Vegetative,Stem Borer,0.726,High
29.0,60.9,41.3,Tillering,Stem Borer,0.691,High
22.2,63.0,83.5,Ripening,Rice Blast Risk,0.49,Medium
34.4,56.2,79.3,Tillering,Stem Borer,0.429,Medium
28.0,71.0,92.5,Seedling,Stem Borer,0.679,Medium
18.7,94.0,43.9,Vegetative,Stem Borer,0.711,High
31.7,52.9,6.3,Flowering,Rice Bug,0.744,High
37.0,70.5,20.5,Tillering,Stem Borer,0.745,High
34.6,91.4,74.0,Seedling,Rice Blast Risk,0.661,Medium
23.5,84.1,93.0,Tillering,Stem Borer,0.656,Medium
19.1,32.9,90.7,Tillering,Stem Borer,0.416,Low
36.8,96.0,70.0,Seedling,Rice Blast Risk,0.668,Medium
36.7,33.3,10.2,Vegetative,Leaf Folder,0.376,Low
28.6,71.2,2.1,Ripening,Rice Bug,1.0,High
30.8,70.3,93.9,Flowering,Rice Bug,0.969,High
27.3,85.0,65.9,Seedling,Rice Blast Risk,1.0,High
26.4,40.4,93.9,Seedling,Rice Blast Risk,0.464,Medium
20.4,42.6,19.5,Vegetative,Leaf Folder,0.344,Low
19.9,82.6,48.9,Tillering,Stem Borer,0.686,High
22.7,40.5,110.3,Tillering,Rice Blast Risk,0.622,Medium
34.7,62.9,20.6,Flowering,Rice Bug,0.742,High
20.9,81.2,7.4,Seedling,Brown Planthopper,0.53,Medium
22.5,75.6,78.4,Seedling,Rice Blast Risk,0.462,Medium
29.0,44.7,71.3,Flowering,Rice Bug,0.732,High
22.3,51.3,114.2,Ripening,Rice Blast Risk,0.508,Medium
21.3,97.8,108.8,Seedling,Rice Blast Risk,1.0,High
29.3,61.4,89.9,Vegetative,Stem Borer,0.667,Medium
25.4,33.1,2.3,Flowering,Brown Planthopper,0.604,Medium
30.5,45.4,57.6,Seedling,Stem Borer,0.406,Low
36.2,54.0,107.5,Ripening,Rice Bug,0.671,Medium
21.0,100.0,52.0,Vegetative,Rice Blast Risk,0.974,High
36.3,51.2,115.5,Tillering,Stem Borer,0.42,Medium
36.0,31.8,78.3,Vegetative,Stem Borer,0.404,Low
34.6,65.9,13.1,Flowering,Rice Bug,0.885,High
30.6,35.9,61.1,Seedling,Stem Borer,0.372,Low
30.4,49.2,83.5,Seedling,Stem Borer,0.451,Medium
30.8,99.5,7.8,Tillering,Stem Borer,0.929,High
31.8,79.3,41.4,Ripening,Rice Bug,1.0,High
18.3,33.5,86.0,Flowering,Rice Bug,0.451,Medium
37.2,61.4,18.8,Flowering,Rice Bug,0.814,High
29.7,42.0,41.8,Tillering,Stem Borer,0.698,High
33.6,38.6,82.8,Seedling,Rice Bug,0.33,Low
25.5,71.1,93.1,Tillering,Stem Borer,0.7,High
18.2,65.4,62.2,Ripening,Rice Bug,0.648,Medium
28.2,82.0,114.8,Flowering,Rice Bug,1.0,High
28.1,92.5,111.0,Flowering,Rice Bug,0.978,High
26.7,47.3,56.8,Vegetative,Stem Borer,0.681,High
24.8,94.6,19.2,Tillering,Leaf Folder,0.927,High
23.0,66.3,92.8,Flowering,Rice Bug,0.831,High
28.6,48.1,29.2,Flowering,Rice Bug,0.724,High
25.5,89.2,101.1,Ripening,Rice Blast Risk,1.0,High
37.4,32.5,70.5,Flowering,Rice Bug,0.728,High
21.5,69.2,47.3,Vegetative,Rice Blast Risk,0.504,Medium
24.4,80.5,66.8,Vegetative,Leaf Folder,1.0,High
23.9,49.6,63.9,Flowering,Rice Blast Risk,0.546,Medium
28.9,90.4,111.0,Ripening,Rice Bug,0.997,High
28.0,46.8,25.7,Ripening,Rice Bug,0.686,High
30.9,88.8,111.4,Flowering,Rice Bug,0.977,High
37.0,35.5,3.8,Tillering,Leaf Folder,0.371,Low
23.7,41.2,92.3,Ripening,Rice Blast Risk,0.485,Medium
31.9,56.7,110.4,Ripening,Rice Bug,0.723,High
18.5,89.8,47.3,Seedling,Rice Blast Risk,0.629,Medium
23.2,40.1,8.8,Vegetative,Leaf Folder,0.353,Low
27.3,91.3,96.6,Vegetative,Leaf Folder,1.0,High
18.6,46.1,101.1,Tillering,Stem Borer,0.385,Low
30.4,61.7,40.4,Vegetative,Stem Borer,0.665,Medium
31.6,54.7,62.2,Vegetative,Stem Borer,0.837,High
32.9,38.3,97.1,Seedling,Rice Bug,0.228,Low
28.3,96.1,23.0,Seedling,Brown Planthopper,0.79,High
30.1,60.7,75.5,Tillering,Stem Borer,0.682,High
25.9,78.3,51.7,Ripening,Rice Bug,0.736,High
18.8,70.3,20.9,Vegetative,Stem Borer,0.704,High
20.0,65.1,99.8,Vegetative,Stem Borer,0.446,Medium
31.1,73.2,39.0,Vegetative,Stem Borer,1.0,High
37.9,92.9,112.1,Ripening,Rice Bug,1.0,High
18.3,79.0,68.3,Flowering,Rice Bug,0.802,High
29.2,67.3,61.7,Flowering,Rice Bug,1.0,High
33.0,75.2,50.8,Seedling,Rice Bug,0.519,Medium
34.5,72.4,48.1,Ripening,Rice Bug,1.0,High
28.9,60.3,98.2,Seedling,Stem Borer,0.344,Low
30.4,73.7,81.3,Ripening,Rice Bug,1.0,High
31.9,61.0,92.8,Ripening,Rice Bug,0.724,High
35.2,83.0,50.5,Tillering,Stem Borer,0.682,High
20.4,97.8,31.4,Ripening,Rice Blast Risk,0.939,High
36.5,97.2,10.4,Ripening,Rice Bug,0.941,High
18.5,87.5,93.2,Tillering,Stem Borer,0.749,High
34.7,72.1,49.8,Flowering,Rice Bug,1.0,High
19.5,82.5,61.1,Tillering,Stem Borer,0.672,Medium
21.9,42.5,56.3,Tillering,Rice Blast Risk,0.567,Medium
18.1,63.5,51.7,Vegetative,Stem Borer,0.411,Low
26.9,48.0,82.1,Flowering,Rice Blast Risk,0.6,Medium
24.7,30.2,73.0,Vegetative,Leaf Folder,0.761,High
21.3,97.7,116.6,Seedling,Rice Blast Risk,1.0,High
27.0,90.5,16.7,Vegetative,Leaf Folder,0.988,High
26.0,66.0,68.8,Seedling,Rice Blast Risk,0.576,Medium
33.4,47.8,7.6,Ripening,Rice Bug,0.781,High
35.9,78.5,97.0,Vegetative,Stem Borer,0.699,High
31.1,60.4,74.0,Flowering,Rice Bug,0.695,High
20.5,86.2,51.4,Tillering,Rice Blast Risk,0.96,High
23.9,100.0,96.3,Vegetative,Rice Blast Risk,1.0,High
36.3,54.4,54.6,Vegetative,Stem Borer,0.463,Medium
19.8,47.1,27.3,Ripening,Rice Bug,0.49,Medium
26.1,48.7,56.7,Tillering,Stem Borer,0.713,High
36.9,36.5,8.5,Tillering,Leaf Folder,0.41,Low
37.0,57.6,107.7,Flowering,Rice Bug,0.665,Medium
26.2,31.2,87.7,Ripening,Rice Blast Risk,0.528,Medium
31.3,38.0,91.2,Flowering,Rice Bug,0.851,High
27.1,49.0,104.9,Tillering,Stem Borer,0.715,High
33.1,41.2,95.0,Ripening,Rice Bug,0.694,High
18.6,81.3,51.8,Ripening,Rice Bug,0.756,High
20.9,37.4,14.2,Ripening,Rice Bug,0.551,Medium
30.3,90.6,44.8,Seedling,Stem Borer,0.573,Medium
22.7,45.5,112.1,Ripening,Rice Blast Risk,0.559,Medium
31.3,37.6,113.9,Seedling,Stem Borer,0.381,Low
25.0,30.7,92.1,Flowering,Rice Blast Risk,0.468,Medium
35.7,80.1,24.5,Flowering,Rice Bug,1.0,High
34.4,48.0,23.3,Vegetative,Stem Borer,0.393,Low
27.9,65.7,105.6,Seedling,Rice Blast Risk,0.549,Medium
33.5,37.8,17.0,Ripening,Rice Bug,0.733,High
23.4,99.0,70.1,Ripening,Rice Blast Risk,0.949,High
27.9,38.8,45.4,Seedling,Rice Blast Risk,0.477,Medium
21.9,58.8,36.2,Flowering,Rice Blast Risk,0.515,Medium
35.2,89.6,81.3,Seedling,Rice Blast Risk,0.693,High
34.5,47.1,115.1,Tillering,Stem Borer,0.412,Low
36.0,48.7,93.3,Vegetative,Stem Borer,0.397,Low
35.5,86.6,58.3,Flowering,Rice Bug,0.948,High
37.2,49.1,52.9,Tillering,Stem Borer,0.381,Low
22.6,30.2,108.9,Tillering,Rice Blast Risk,0.587,Medium
36.6,60.0,69.4,Flowering,Rice Bug,0.775,High
29.4,30.9,59.6,Tillering,Stem Borer,0.676,Medium
26.4,93.7,81.9,Seedling,Rice Blast Risk,0.869,High
29.2,74.9,28.5,Tillering,Stem Borer,0.966,High
24.9,70.8,7.6,Flowering,Rice Bug,0.726,High
23.8,44.1,102.6,Tillering,Rice Blast Risk,0.505,Medium
22.8,79.0,72.9,Seedling,Rice Blast Risk,0.529,Medium
19.6,77.4,19.8,Seedling,Leaf Folder,0.391,Low
27.9,34.2,35.8,Vegetative,Stem Borer,0.698,High
35.8,91.7,118.8,Flowering,Rice Bug,1.0,High
30.6,70.6,76.1,Vegetative,Stem Borer,0.925,High
28.4,85.5,76.3,Ripening,Rice Bug,0.985,High
26.6,48.4,8.7,Vegetative,Leaf Folder,0.553,Medium
27.3,38.5,116.3,Tillering,Stem Borer,0.679,Medium
22.2,79.2,107.1,Flowering,Rice Bug,0.698,High
34.5,85.6,65.7,Flowering,Rice Bug,1.0,High
22.0,57.0,37.1,Seedling,Rice Blast Risk,0.57,Medium
32.3,31.7,83.8,Seedling,Rice Bug,0.301,Low
33.2,87.3,100.0,Seedling,Rice Blast Risk,0.629,Medium
29.5,44.4,94.3,Ripening,Rice Bug,0.699,High
35.3,53.7,117.2,Seedling,Rice Bug,0.197,Low
23.8,74.0,76.4,Seedling,Rice Blast Risk,0.563,Medium
35.6,37.0,38.5,Flowering,Rice Bug,0.841,High
32.6,35.0,59.8,Flowering,Rice Bug,0.771,High
34.0,31.8,98.0,Ripening,Rice Bug,0.731,High
31.3,94.2,31.8,Vegetative,Stem Borer,0.991,High
34.9,51.8,27.8,Flowering,Rice Bug,0.748,High
37.9,76.2,87.0,Seedling,Rice Bug,0.601,Medium
26.4,99.2,53.3,Tillering,Leaf Folder,1.0,High
34.3,76.9,98.0,Seedling,Rice Bug,0.513,Medium
32.9,66.8,17.2,Ripening,Rice Bug,1.0,High
27.1,66.5,40.3,Tillering,Stem Borer,0.715,High
36.5,56.4,32.2,Vegetative,Stem Borer,0.425,Medium
25.9,72.0,83.7,Ripening,Rice Bug,0.729,High
29.3,97.1,91.1,Seedling,Brown Planthopper,0.658,Medium
20.1,85.2,54.7,Flowering,Rice Blast Risk,1.0,High
22.5,59.7,57.4,Tillering,Rice Blast Risk,0.551,Medium
34.8,53.3,15.8,Flowering,Rice Bug,0.797,High
25.9,91.8,84.2,Vegetative,Leaf Folder,1.0,High
25.9,39.5,119.1,Ripening,Rice Blast Risk,0.576,Medium
22.9,89.5,93.4,Tillering,Rice Blast Risk,1.0,High
27.8,47.9,26.8,Tillering,Stem Borer,0.86,High
34.1,80.1,74.8,Tillering,Stem Borer,0.71,High
35.9,86.4,35.4,Vegetative,Brown Planthopper,0.645,Medium
19.4,63.4,3.6,Vegetative,Leaf Folder,0.336,Low
29.5,43.5,21.6,Seedling,Brown Planthopper,0.478,Medium
27.3,89.1,12.3,Tillering,Leaf Folder,0.935,High
30.3,55.7,23.5,Tillering,Stem Borer,0.662,Medium
26.9,52.4,95.5,Vegetative,Stem Borer,0.755,High
26.0,65.7,35.1,Ripening,Rice Bug,0.736,High
27.4,60.5,90.8,Seedling,Rice Blast Risk,0.544,Medium
29.6,77.8,113.9,Ripening,Rice Bug,1.0,High
28.0,39.6,68.9,Ripening,Rice Bug,0.714,High
27.4,60.5,58.2,Seedling,Rice Blast Risk,0.477,Medium
34.4,92.4,90.0,Flowering,Rice Bug,0.931,High
32.9,32.5,11.7,Vegetative,Leaf Folder,0.379,Low
24.8,62.0,51.4,Seedling,Rice Blast Risk,0.563,Medium
34.0,76.2,59.9,Ripening,Rice Bug,0.965,High
35.1,92.1,99.7,Seedling,Rice Blast Risk,0.592,Medium
21.1,71.6,97.7,Vegetative,Stem Borer,0.686,High
29.7,87.7,101.8,Seedling,Brown Planthopper,0.756,High
23.7,45.6,83.7,Seedling,Rice Blast Risk,0.508,Medium
32.8,54.7,63.7,Seedling,Rice Bug,0.217,Low
22.8,95.9,99.3,Ripening,Rice Blast Risk,0.94,High
31.4,92.0,104.8,Seedling,Stem Borer,0.682,High
23.1,69.1,57.7,Flowering,Rice Bug,0.767,High
28.2,63.3,118.3,Seedling,Stem Borer,0.506,Medium
37.0,61.6,105.0,Ripening,Rice Bug,0.761,High
25.6,34.1,61.3,Ripening,Rice Blast Risk,0.547,Medium
35.5,92.5,8.3,Flowering,Rice Bug,1.0,High
37.7,87.3,26.9,Ripening,Rice Bug,1.0,High
35.5,61.9,93.2,Vegetative,Stem Borer,0.371,Low
21.3,49.6,13.3,Flowering,Rice Bug,0.615,Medium
34.4,54.0,56.4,Vegetative,Stem Borer,0.399,Low
18.6,38.6,72.6,Flowering,Rice Bug,0.512,Medium
25.9,80.5,105.4,Ripening,Rice Bug,0.778,High
35.4,69.0,101.7,Flowering,Rice Bug,1.0,High
31.8,46.4,91.7,Vegetative,Stem Borer,0.776,High
28.7,73.6,48.9,Flowering,Rice Bug,0.971,High
25.8,98.5,17.1,Ripening,Rice Blast Risk,0.839,High
34.2,38.6,80.4,Ripening,Rice Bug,0.758,High
32.2,62.1,21.8,Flowering,Rice Bug,0.799,High
27.4,64.6,67.4,Flowering,Rice Bug,0.739,High
35.8,41.7,117.7,Flowering,Rice Bug,0.732,High
22.6,67.2,66.0,Flowering,Rice Bug,0.787,High
21.4,72.4,77.5,Seedling,Rice Blast Risk,0.568,Medium
30.9,41.0,81.3,Ripening,Rice Bug,0.709,High
37.4,40.8,99.6,Seedling,Rice Bug,0.317,Low
22.9,89.9,52.2,Tillering,Rice Blast Risk,1.0,High
23.0,51.8,59.7,Vegetative,Rice Blast Risk,0.546,Medium
20.8,74.1,21.1,Vegetative,Stem Borer,0.677,Medium
35.2,73.9,73.8,Vegetative,Stem Borer,0.718,High
22.5,88.7,35.5,Seedling,Rice Blast Risk,1.0,High
28.1,81.8,60.9,Tillering,Leaf Folder,0.92,High
37.8,88.8,92.0,Tillering,Stem Borer,0.719,High
18.2,73.8,2.1,Tillering,Stem Borer,0.633,Medium
29.1,61.5,67.7,Seedling,Stem Borer,0.282,Low
28.2,57.5,20.8,Flowering,Rice Bug,0.76,High
34.1,56.5,33.5,Seedling,Rice Bug,0.285,Low
25.1,59.3,4.2,Ripening,Rice Bug,0.529,Medium
26.2,39.1,20.3,Seedling,Brown Planthopper,0.44,Medium
21.4,59.7,118.4,Seedling,Rice Blast Risk,0.534,Medium
32.8,57.3,119.8,Vegetative,Stem Borer,0.348,Low
33.7,32.4,86.4,Tillering,Stem Borer,0.31,Low
20.7,49.3,73.4,Ripening,Rice Blast Risk,0.605,Medium
25.9,82.6,93.2,Tillering,Leaf Folder,1.0,High
35.9,70.5,107.6,Vegetative,Stem Borer,0.758,High
18.1,86.4,62.3,Ripening,Rice Bug,0.714,High
24.0,68.0,4.2,Vegetative,Leaf Folder,0.39,Low
29.1,89.8,85.1,Ripening,Rice Bug,0.925,High
24.7,85.7,118.2,Tillering,Leaf Folder,0.957,High
23.4,36.9,31.0,Vegetative,Rice Blast Risk,0.556,Medium
27.2,98.4,55.6,Vegetative,Leaf Folder,1.0,High
21.6,31.0,43.4,Seedling,Rice Blast Risk,0.634,Medium
28.6,71.8,46.9,Flowering,Rice Bug,0.988,High
32.1,85.5,86.6,Tillering,Stem Borer,0.657,Medium
29.5,53.2,45.4,Flowering,Rice Bug,0.704,High
19.9,71.9,112.9,Flowering,Rice Bug,0.716,High
34.9,55.3,94.8,Seedling,Rice Bug,0.361,Low
21.5,34.2,3.3,Ripening,Rice Bug,0.538,Medium
33.3,30.6,98.2,Tillering,Stem Borer,0.456,Medium
25.2,36.6,92.7,Flowering,Rice Blast Risk,0.538,Medium
33.7,36.9,62.0,Seedling,Rice Bug,0.25,Low
22.1,72.8,59.6,Flowering,Rice Bug,0.785,High
21.7,66.8,100.3,Flowering,Rice Bug,0.725,High
27.9,61.9,51.0,Vegetative,Stem Borer,0.685,High
18.7,78.4,19.1,Ripening,Rice Bug,0.716,High
22.5,31.2,37.5,Flowering,Rice Blast Risk,0.528,Medium
32.5,49.0,31.8,Ripening,Rice Bug,0.752,High
34.7,84.4,81.7,Ripening,Rice Bug,0.959,High
19.6,93.7,21.5,Vegetative,Brown Planthopper,0.714,High
35.6,60.7,77.4,Ripening,Rice Bug,0.764,High
34.0,35.7,55.9,Flowering,Rice Bug,0.741,High
35.4,85.9,100.8,Seedling,Rice Blast Risk,0.609,Medium
32.0,92.0,58.2,Flowering,Rice Bug,1.0,High
31.5,59.0,111.6,Tillering,Stem Borer,0.675,Medium
28.5,47.0,108.1,Ripening,Rice Bug,0.752,High
31.1,33.1,22.2,Seedling,Stem Borer,0.455,Medium
36.4,71.4,82.3,Vegetative,Stem Borer,0.637,Medium
20.0,93.7,25.8,Vegetative,Rice Blast Risk,0.909,High
24.3,77.5,98.8,Tillering,Leaf Folder,0.996,High
19.4,52.2,76.3,Flowering,Rice Bug,0.521,Medium
36.9,75.0,35.3,Vegetative,Stem Borer,0.662,Medium
26.9,88.2,29.9,Flowering,Brown Planthopper,1.0,High
31.5,63.3,51.5,Seedling,Stem Borer,0.394,Low
34.8,87.4,96.1,Vegetative,Stem Borer,0.68,High
37.8,57.4,95.5,Flowering,Rice Bug,0.721,High
21.2,54.4,4.0,Vegetative,Leaf Folder,0.337,Low
34.0,70.8,36.3,Tillering,Stem Borer,0.721,High
35.7,62.5,50.7,Flowering,Rice Bug,0.759,High
19.0,98.4,70.3,Vegetative,Stem Borer,0.698,High
33.1,66.1,17.9,Ripening,Rice Bug,0.964,High
25.1,57.0,40.2,Ripening,Rice Blast Risk,0.512,Medium
31.0,57.6,106.3,Ripening,Rice Bug,0.727,High
28.3,68.4,57.2,Tillering,Stem Borer,0.723,High
23.2,54.8,89.3,Vegetative,Rice Blast Risk,0.583,Medium
20.7,80.6,58.2,Ripening,Rice Bug,0.79,High
20.3,56.6,55.8,Flowering,Rice Blast Risk,0.55,Medium
20.1,56.9,74.6,Flowering,Rice Blast Risk,0.569,Medium
30.8,73.2,31.1,Seedling,Stem Borer,0.692,High
25.0,34.3,30.0,Ripening,Rice Bug,0.413,Low
22.3,75.9,118.7,Tillering,Stem Borer,0.689,High
31.8,65.3,104.3,Flowering,Rice Bug,0.981,High
31.7,61.7,88.5,Ripening,Rice Bug,0.698,High
28.8,80.3,16.5,Seedling,Brown Planthopper,0.772,High
36.7,83.1,3.6,Seedling,Brown Planthopper,0.507,Medium
25.7,89.2,21.0,Seedling,Rice Blast Risk,0.743,High
34.7,56.2,112.5,Flowering,Rice Bug,0.714,High
19.5,52.9,98.0,Ripening,Rice Bug,0.577,Medium
32.8,80.0,62.8,Seedling,Rice Bug,0.42,Low
37.8,70.7,116.3,Seedling,Rice Bug,0.491,Medium
34.9,74.2,17.6,Tillering,Stem Borer,0.542,Medium
29.6,68.9,67.1,Vegetative,Stem Borer,0.662,Medium
30.5,84.1,22.0,Seedling,Stem Borer,0.69,High
25.1,43.3,36.8,Flowering,Brown Planthopper,0.551,Medium
31.6,68.9,112.8,Ripening,Rice Bug,1.0,High
33.4,41.1,104.2,Vegetative,Stem Borer,0.468,Medium
38.0,58.5,12.2,Seedling,Rice Bug,0.292,Low
27.8,76.5,29.9,Vegetative,Leaf Folder,1.0,High
19.2,64.5,71.3,Seedling,Rice Blast Risk,0.131,Low
29.9,56.6,7.4,Tillering,Leaf Folder,0.638,Medium
20.4,91.9,66.0,Seedling,Rice Blast Risk,1.0,High
22.9,84.1,70.1,Vegetative,Stem Borer,0.744,High
24.6,66.8,34.9,Seedling,Rice Blast Risk,0.638,Medium
32.6,96.5,35.2,Flowering,Rice Bug,1.0,High
21.7,59.7,27.5,Tillering,Stem Borer,0.445,Medium
21.3,85.2,112.3,Seedling,Rice Blast Risk,1.0,High
18.9,41.8,46.7,Seedling,Rice Blast Risk,0.205,Low
35.5,50.0,70.2,Tillering,Stem Borer,0.386,Low
31.9,53.7,36.2,Tillering,Stem Borer,0.709,High
18.8,37.4,84.3,Seedling,Rice Blast Risk,0.154,Low
18.6,65.1,12.2,Vegetative,Leaf Folder,0.353,Low
29.2,43.5,8.6,Flowering,Rice Bug,0.664,Medium
23.7,74.4,89.3,Tillering,Stem Borer,0.674,Medium
29.9,43.3,87.2,Seedling,Stem Borer,0.394,Low
26.7,38.6,31.8,Vegetative,Stem Borer,0.747,High
36.5,97.8,42.6,Seedling,Rice Blast Risk,0.706,High
23.8,76.1,114.9,Ripening,Rice Bug,0.702,High
31.6,95.6,12.5,Ripening,Rice Bug,1.0,High
19.1,64.3,22.0,Vegetative,Stem Borer,0.407,Low
37.1,32.3,51.6,Vegetative,Stem Borer,0.412,Low
37.6,70.2,33.9,Seedling,Rice Bug,0.419,Low
32.8,69.1,77.9,Flowering,Rice Bug,0.969,High
27.3,31.0,82.9,Ripening,Rice Bug,0.802,High
22.4,90.3,63.2,Vegetative,Rice Blast Risk,1.0,High
34.3,73.4,73.3,Flowering,Rice Bug,1.0,High
32.7,82.1,52.0,Vegetative,Stem Borer,0.711,High
22.4,64.6,91.2,Ripening,Rice Blast Risk,0.478,Medium
27.0,73.3,5.1,Vegetative,Stem Borer,0.895,High
27.3,48.0,37.5,Seedling,Rice Blast Risk,0.62,Medium
34.5,98.2,82.1,Ripening,Rice Bug,1.0,High
31.7,58.1,39.6,Ripening,Rice Bug,0.744,High
30.9,41.4,9.4,Vegetative,Stem Borer,0.678,Medium
31.0,33.9,41.4,Ripening,Rice Bug,0.687,High
23.4,74.5,85.4,Vegetative,Stem Borer,0.651,Medium
25.4,98.8,14.6,Vegetative,Leaf Folder,1.0,High
18.9,92.7,87.0,Tillering,Stem Borer,0.729,High
33.7,79.1,93.1,Flowering,Rice Bug,0.986,High
26.7,99.3,76.2,Vegetative,Leaf Folder,0.997,High
26.8,80.6,29.3,Flowering,Brown Planthopper,0.96,High
22.9,53.7,96.6,Flowering,Rice Blast Risk,0.564,Medium
22.2,72.1,25.7,Seedling,Stem Borer,0.41,Low
29.8,35.6,108.7,Ripening,Rice Bug,0.751,High
22.7,45.5,84.8,Seedling,Rice Blast Risk,0.492,Medium
19.3,59.2,6.6,Tillering,Leaf Folder,0.363,Low
33.4,44.1,95.9,Tillering,Stem Borer,0.374,Low
25.5,96.7,60.8,Tillering,Leaf Folder,0.951,High
25.6,99.7,54.3,Seedling,Rice Blast Risk,1.0,High
26.6,56.0,50.5,Vegetative,Stem Borer,0.808,High
34.3,79.6,72.8,Seedling,Rice Bug,0.597,Medium
24.4,58.5,86.9,Ripening,Rice Blast Risk,0.583,Medium
33.2,39.8,107.5,Seedling,Rice Bug,0.237,Low
36.8,53.6,32.8,Tillering,Stem Borer,0.396,Low
31.2,46.3,75.7,Vegetative,Stem Borer,0.72,High
26.6,53.0,82.4,Seedling,Rice Blast Risk,0.529,Medium
33.0,45.1,81.0,Vegetative,Stem Borer,0.466,Medium
27.2,37.9,59.2,Ripening,Rice Bug,0.648,Medium
26.3,45.2,46.9,Tillering,Stem Borer,0.685,High
